name,aggmiv,max20aggmiv,kalaggmiv,aggoev,max30aggoev,kalaggoev,kernmiv,max30miv,kalkernmiv,kernoev,max40oev,kalkernoev,lat,lon,x,y
Hofen SH,15,0.75,0.75,28,0.93,0.93,43,1.43,1,78,1.95,1,47.688499450683594,8.841418266296387,282927.625,705316.9375
Lohn SH,10,0.5,0.5,25,0.83,0.83,38,1.27,1,68,1.7,1,47.7561149597168,8.67307186126709,290232.875,692560.9375
Opfertshofen SH,12,0.6,0.6,34,1.13,1,39,1.3,1,78,1.95,1,47.7764778137207,8.660577774047852,292482.375,691588.9375
Stetten SH,9,0.45,0.45,21,0.7,0.7,36,1.2,1,64,1.6,1,47.737152099609375,8.656190872192383,288104.875,691327.9375
Thayngen SH,11,0.55,0.55,15,0.5,0.5,38,1.27,1,62,1.55,1,47.76057052612305,8.71601390838623,290779.75,695772.4375
Bargen SH,12,0.6,0.6,27,0.9,0.9,40,1.33,1,71,1.775,1,47.7941780090332,8.592026710510254,294372.53125,686422.25
Beringen SH,12,0.6,0.6,20,0.67,0.67,37,1.23,1,65,1.625,1,47.699485778808594,8.583453178405762,283834.6875,685933.5625
Buchberg SH,20,1,1,38,1.27,1,22,0.73,0.73,45,1.125,1,47.56987380981445,8.553865432739258,269392.53125,683917.625
Hemmental SH,12,0.6,0.6,24,0.8,0.8,39,1.3,1,74,1.85,1,47.7342529296875,8.580448150634766,287697.09375,685651.6875
Merishausen SH,10,0.5,0.5,21,0.7,0.7,38,1.27,1,65,1.625,1,47.76141357421875,8.598210334777832,290736.59375,686939.375
Neuhausen am Rheinfall SH,11,0.55,0.55,12,0.4,0.4,36,1.2,1,46,1.15,1,47.67860412597656,8.598359107971191,281529.5625,687086.625
Rüdlingen SH,18,0.9,0.9,36,1.2,1,24,0.8,0.8,43,1.075,1,47.582008361816406,8.564769744873047,270753.21875,684718.6875
Schaffhausen SH,0,0,0,0,0,0,34,1.13,1,48,1.2,1,47.718963623046875,8.64028263092041,286064.09375,690165.75
Beggingen SH,24,1.2,1,48,1.6,1,49,1.63,1,95,2.375,1,47.76588821411133,8.539690971374512,291170.5625,682545.25
Schleitheim SH,21,1.05,1,42,1.4,1,45,1.5,1,86,2.15,1,47.75094223022461,8.502297401428223,289470.46875,679764.625
Siblingen SH,17,0.85,0.85,28,0.93,0.93,42,1.4,1,73,1.825,1,47.722206115722656,8.521774291992188,286295.28125,681269.1875
Buch SH,23,1.15,1,47,1.57,1,43,1.43,1,105,2.625,1,47.71664047241211,8.781664848327637,285977.78125,700777.75
Hemishofen SH,18,0.9,0.9,45,1.5,1,38,1.27,1,84,2.1,1,47.688499450683594,8.841418266296387,282927.625,705316.9375
Ramsen SH,21,1.05,1,51,1.7,1,41,1.37,1,89,2.225,1,47.70661544799805,8.819321632385254,284912.5,703622.6875
Stein am Rhein SH,20,1,1,30,1,1,38,1.27,1,63,1.575,1,47.6655387878418,8.857565879821777,280396.875,706575.25
Hallau SH,20,1,1,38,1.27,1,44,1.47,1,88,2.2,1,47.70147705078125,8.43975830078125,283908.625,675145.3125
Oberhallau SH,19,0.95,0.95,34,1.13,1,44,1.47,1,82,2.05,1,47.71227264404297,8.474905014038086,285143.09375,677767.375
Trasadingen SH,21,1.05,1,44,1.47,1,44,1.47,1,106,2.65,1,47.668922424316406,8.425272941589355,280275.125,674103.625
Wilchingen SH,23,1.15,1,39,1.3,1,42,1.4,1,84,2.1,1,47.663169860839844,8.48216438293457,279691.09375,678384.75
Herisau AR,11,0.55,0.55,6,0.2,0.2,46,1.53,1,76,1.9,1,47.380409240722656,9.27198600769043,249347.859375,738437.75
Hundwil AR,12,0.6,0.6,26,0.87,0.87,55,1.83,1,96,2.4,1,47.31078338623047,9.31296443939209,241682.140625,741716.375
Schönengrund AR,17,0.85,0.85,41,1.37,1,53,1.77,1,108,2.7,1,47.32035827636719,9.230507850646973,242600.609375,735458.6875
Schwellbrunn AR,16,0.8,0.8,25,0.83,0.83,52,1.73,1,105,2.625,1,47.351165771484375,9.234296798706055,246031.359375,735666.6875
Stein AR,6,0.3,0.3,18,0.6,0.6,50,1.67,1,95,2.375,1,47.377960205078125,9.341673851013184,249201,743705.4375
Urnäsch AR,16,0.8,0.8,27,0.9,0.9,55,1.83,1,91,2.275,1,47.303226470947266,9.261638641357422,240750.6875,737855.9375
Waldstatt AR,12,0.6,0.6,18,0.6,0.6,50,1.67,1,83,2.075,1,47.35719299316406,9.281217575073242,246783.53125,739195.25
Bühler AR,10,0.5,0.5,23,0.77,0.77,55,1.83,1,111,2.775,1,47.38080596923828,9.425233840942383,249673.796875,750006
Gais AR,12,0.6,0.6,21,0.7,0.7,58,1.93,1,118,2.95,1,47.370216369628906,9.465278625488281,248573.890625,753059.5
Speicher AR,9,0.45,0.45,17,0.57,0.57,58,1.93,1,103,2.575,1,47.41225051879883,9.444767951965332,253206.03125,751391.3125
Teufen AR,9,0.45,0.45,14,0.47,0.47,54,1.8,1,102,2.55,1,47.39244842529297,9.389315605163574,250899.703125,747262.25
Trogen AR,9,0.45,0.45,31,1.03,1,58,1.93,1,122,3.05,1,47.401527404785156,9.482527732849121,252087.90625,754271.1875
Grub AR,10,0.5,0.5,17,0.57,0.57,58,1.93,1,101,2.525,1,47.44032287597656,9.502057075500488,256438.46875,755631.5
Heiden AR,10,0.5,0.5,22,0.73,0.73,59,1.97,1,115,2.875,1,47.443870544433594,9.529574394226074,256887.453125,757695.9375
Lutzenberg AR,11,0.55,0.55,31,1.03,1,60,2,1,126,3.15,1,47.45814895629883,9.574637413024902,258566.359375,761050.5
Rehetobel AR,12,0.6,0.6,25,0.83,0.83,59,1.97,1,112,2.8,1,47.42714309692383,9.485647201538086,254940.890625,754432.3125
Reute AR,10,0.5,0.5,22,0.73,0.73,64,2.13,1,126,3.15,1,47.413787841796875,9.579607009887695,253645.75,761559.6875
Wald AR,14,0.7,0.7,38,1.27,1,63,2.1,1,117,2.925,1,47.414512634277344,9.499123573303223,253563.859375,755485.625
Walzenhausen AR,12,0.6,0.6,34,1.13,1,64,2.13,1,136,3.4,1,47.445838928222656,9.605925559997559,257262.890625,763446.75
Wolfhalden AR,12,0.6,0.6,29,0.97,0.97,61,2.03,1,122,3.05,1,47.449195861816406,9.563352584838867,257548.125,760226.8125
Appenzell AI,14,0.7,0.7,36,1.2,1,58,1.93,1,111,2.775,1,47.33292007446289,9.396224021911621,244296.28125,747948.8125
Gonten AI,18,0.9,0.9,36,1.2,1,59,1.97,1,100,2.5,1,47.315250396728516,9.349565505981445,242245.28125,744471.0625
Rüte AI,18,0.9,0.9,54,1.8,1,61,2.03,1,120,3,1,47.29146194458008,9.473116874694824,239836.46875,753878.4375
Schlatt-Haslen AI,14,0.7,0.7,35,1.17,1,57,1.9,1,125,3.125,1,47.36389923095703,9.396860122680664,247740.609375,747910.9375
Schwende AI,19,0.95,0.95,48,1.6,1,62,2.07,1,116,2.9,1,47.28516387939453,9.39755630493164,238990.9375,748182.0625
Oberegg AI,12,0.6,0.6,26,0.87,0.87,62,2.07,1,126,3.15,1,47.41238784790039,9.549362182617188,253428.484375,759282.125
Häggenschwil SG,10,0.5,0.5,22,0.73,0.73,53,1.77,1,108,2.7,1,47.49355697631836,9.337671279907227,262042.296875,743092.1875
Muolen SG,8,0.4,0.4,5,0.17,0.17,54,1.8,1,91,2.275,1,47.51676559448242,9.319245338439941,264588.875,741642.1875
St. Gallen SG,0,0,0,0,0,0,48,1.6,1,71,1.775,1,47.42360305786133,9.388517379760742,254361.078125,747115.875
Wittenbach SG,5,0.25,0.25,14,0.47,0.47,51,1.7,1,88,2.2,1,47.46504592895508,9.384299278259277,258959.40625,746683.4375
Berg SG,7,0.35,0.35,12,0.4,0.4,55,1.83,1,105,2.625,1,47.486454010009766,9.41283130645752,261392.734375,748774.125
Eggersriet SG,11,0.55,0.55,13,0.43,0.43,57,1.9,1,97,2.425,1,47.4483642578125,9.492724418640137,257313.53125,754904.3125
Goldach SG,4,0.2,0.2,2,0.07,0.07,54,1.8,1,83,2.075,1,47.475929260253906,9.468466758728027,260329.90625,752996.125
Mörschwil SG,6,0.3,0.3,5,0.17,0.17,51,1.7,1,93,2.325,1,47.46736145019531,9.425060272216797,259293.734375,749749.25
Rorschach SG,0,0,0,0,0,0,56,1.87,1,82,2.05,1,47.475440979003906,9.493844032287598,260325.59375,754909.9375
Rorschacherberg SG,4,0.2,0.2,6,0.2,0.2,57,1.9,1,91,2.275,1,47.46647262573242,9.501322746276855,259343.53125,755499.6875
Steinach SG,6,0.3,0.3,12,0.4,0.4,57,1.9,1,109,2.725,1,47.49454879760742,9.435442924499512,262335.53125,750454.875
Tübach SG,6,0.3,0.3,13,0.43,0.43,53,1.77,1,102,2.55,1,47.48174285888672,9.453505516052246,260946.953125,751852.0625
Untereggen SG,6,0.3,0.3,10,0.33,0.33,52,1.73,1,96,2.4,1,47.45275115966797,9.45688533782959,257731.28125,752189.6875
Au SG,0,0,0,0,0,0,65,2.17,1,104,2.6,1,47.42470169067383,9.638311386108398,254981.53125,765954.375
Balgach SG,9,0.45,0.45,12,0.4,0.4,67,2.23,1,118,2.95,1,47.3968391418457,9.609012603759766,251823.171875,763830.25
Berneck SG,6,0.3,0.3,13,0.43,0.43,64,2.13,1,118,2.95,1,47.42611312866211,9.610509872436523,255080.015625,763853.0625
Diepoldsau SG,10,0.5,0.5,18,0.6,0.6,65,2.17,1,123,3.075,1,47.38469696044922,9.647235870361328,250554.109375,766752.6875
Rheineck SG,9,0.45,0.45,7,0.23,0.23,58,1.93,1,103,2.575,1,47.47282791137695,9.582515716552734,260213.953125,761599.75
St. Margrethen SG,7,0.35,0.35,3,0.1,0.1,61,2.03,1,77,1.925,1,47.45509719848633,9.625716209411621,258332.921875,764910.25
Thal SG,10,0.5,0.5,13,0.43,0.43,59,1.97,1,104,2.6,1,47.483455657958984,9.558920860290527,261346.65625,759789.75
Widnau SG,8,0.4,0.4,4,0.13,0.13,66,2.2,1,106,2.65,1,47.40336227416992,9.637665748596191,252608.421875,765972.1875
Altstätten SG,0,0,0,0,0,0,67,2.23,1,101,2.525,1,47.363433837890625,9.543686866760254,247976.265625,759000
Eichberg SG,6,0.3,0.3,10,0.33,0.33,66,2.2,1,125,3.125,1,47.34873962402344,9.519197463989258,246293.59375,757194.0625
Marbach SG,4,0.2,0.2,7,0.23,0.23,69,2.3,1,115,2.875,1,47.384315490722656,9.580632209777832,250372.5625,761726.4375
Oberriet SG,9,0.45,0.45,14,0.47,0.47,72,2.4,1,111,2.775,1,47.347801208496094,9.582756042480469,246318.6875,761997.75
Rebstein SG,6,0.3,0.3,7,0.23,0.23,70,2.33,1,120,3,1,47.39154815673828,9.594891548156738,251205.96875,762780.6875
Rüthi SG,12,0.6,0.6,17,0.57,0.57,72,2.4,1,109,2.725,1,47.29326629638672,9.536741256713867,240163.59375,758684.1875
Buchs SG,0,0,0,0,0,0,62,2.07,1,70,1.75,1,47.16937255859375,9.47669792175293,226274.078125,754501.8125
Gams SG,7,0.35,0.35,11,0.37,0.37,66,2.2,1,100,2.5,1,47.2144775390625,9.439458847045898,231214.609375,751551.5
Grabs SG,5,0.25,0.25,5,0.17,0.17,66,2.2,1,94,2.35,1,47.164833068847656,9.390868186950684,225604.09375,748009.1875
Sennwald SG,12,0.6,0.6,15,0.5,0.5,69,2.3,1,103,2.575,1,47.24092102050781,9.462488174438477,234198.09375,753219.625
Sevelen SG,5,0.25,0.25,6,0.2,0.2,60,2,1,70,1.75,1,47.13294219970703,9.45432186126709,222181.421875,752909.9375
Wartau SG,10,0.5,0.5,8,0.27,0.27,56,1.87,1,67,1.675,1,47.09178161621094,9.454216003417969,217606.765625,753019.5
Bad Ragaz SG,15,0.75,0.75,16,0.53,0.53,56,1.87,1,72,1.8,1,46.996883392333984,9.472597122192383,207096.3125,754688.125
Flums SG,19,0.95,0.95,28,0.93,0.93,47,1.57,1,81,2.025,1,47.053165435791016,9.26969051361084,212971.4375,739113.5625
Mels SG,16,0.8,0.8,24,0.8,0.8,53,1.77,1,74,1.85,1,47.004390716552734,9.317509651184082,207636.59375,742875.6875
Pfäfers SG,20,1,1,49,1.63,1,62,2.07,1,104,2.6,1,46.93654251098633,9.384354591369629,200220.046875,748144.875
Quarten SG,26,1.3,1,39,1.3,1,43,1.43,1,68,1.7,1,47.086936950683594,9.23393726348877,216662.375,736311.75
Sargans SG,15,0.75,0.75,13,0.43,0.43,52,1.73,1,59,1.475,1,47.054317474365234,9.448771476745605,213432.703125,752712.9375
Vilters-Wangs SG,18,0.9,0.9,41,1.37,1,55,1.83,1,89,2.225,1,47.00630187988281,9.417289733886719,208035.359375,750456.375
Walenstadt SG,23,1.15,1,30,1,1,47,1.57,1,74,1.85,1,47.12104415893555,9.347686767578125,220656.734375,744854.4375
Amden SG,20,1,1,52,1.73,1,38,1.27,1,73,1.825,1,47.15543746948242,9.165350914001465,224159.0625,730937.5
Benken SG,13,0.65,0.65,17,0.57,0.57,31,1.03,1,56,1.4,1,47.192440032958984,8.99600601196289,228003.203125,718016.125
Kaltbrunn SG,15,0.75,0.75,21,0.7,0.7,32,1.07,1,56,1.4,1,47.20872497558594,9.02368450164795,229855.5,720076.75
Rieden SG,18,0.9,0.9,37,1.23,1,35,1.17,1,71,1.775,1,47.40634536743164,9.056818962097168,251873.40625,722133.3125
Schänis SG,14,0.7,0.7,21,0.7,0.7,32,1.07,1,55,1.375,1,47.170494079589844,9.061347007751465,225664.125,723017.375
Weesen SG,16,0.8,0.8,39,1.3,1,33,1.1,1,59,1.475,1,47.1461296081543,9.094839096069336,223009.125,725613.25
Ernetschwil SG,18,0.9,0.9,27,0.9,0.9,37,1.23,1,62,1.55,1,47.237396240234375,9.0006742477417,233007.21875,718270.3125
Eschenbach SG,8,0.4,0.4,10,0.33,0.33,28,0.93,0.93,45,1.125,1,47.273704528808594,8.993292808532715,237032.25,717631.5625
Goldingen SG,15,0.75,0.75,22,0.73,0.73,33,1.1,1,54,1.35,1,47.26288986206055,8.96641731262207,235790,715621.6875
Gommiswald SG,18,0.9,0.9,30,1,1,35,1.17,1,64,1.6,1,47.238651275634766,9.041891098022461,233210.046875,721387.75
Jona SG,0,0,0,0,0,0,23,0.77,0.77,31,0.775,0.78,47.22954177856445,8.859800338745117,231931.3125,707621.125
Rapperswil SG,0,0,0,0,0,0,23,0.77,0.77,35,0.875,0.88,47.22954177856445,8.859800338745117,231931.3125,707621.125
St. Gallenkappel SG,16,0.8,0.8,22,0.73,0.73,35,1.17,1,63,1.575,1,47.24486541748047,8.968506813049316,233789.59375,715818.875
Schmerikon SG,10,0.5,0.5,9,0.3,0.3,30,1,1,43,1.075,1,47.22550964355469,8.93903923034668,231594.890625,713629.5
Uznach SG,13,0.65,0.65,13,0.43,0.43,30,1,1,46,1.15,1,47.22495651245117,8.98572063446045,231602.15625,717165.5625
Alt St. Johann SG,20,1,1,40,1.33,1,57,1.9,1,109,2.725,1,47.19656753540039,9.314474105834961,228990.046875,742134.125
Ebnat-Kappel SG,24,1.2,1,38,1.27,1,45,1.5,1,73,1.825,1,47.23478317260742,9.126273155212402,232913.96875,727784.9375
Krummenau SG,31,1.55,1,43,1.43,1,52,1.73,1,79,1.975,1,47.24727249145508,9.170830726623535,234375.765625,731127.5
Nesslau SG,27,1.35,1,49,1.63,1,49,1.63,1,84,2.1,1,47.22782897949219,9.22244644165039,232302.0625,735083.3125
Stein SG,23,1.15,1,48,1.6,1,51,1.7,1,99,2.475,1,47.49454879760742,9.435442924499512,262335.53125,750454.875
Wildhaus SG,14,0.7,0.7,28,0.93,0.93,60,2,1,120,3,1,47.19656753540039,9.314474105834961,228990.046875,742134.125
Brunnadern SG,18,0.9,0.9,43,1.43,1,47,1.57,1,77,1.925,1,47.334808349609375,9.131305694580078,244040.109375,727926
Hemberg SG,23,1.15,1,58,1.93,1,47,1.57,1,107,2.675,1,47.29875564575195,9.182822227478027,240117.984375,731907.875
Krinau SG,20,1,1,47,1.57,1,45,1.5,1,83,2.075,1,47.31728744506836,9.049863815307617,241962.90625,721811.8125
Lichtensteig SG,17,0.85,0.85,24,0.8,0.8,42,1.4,1,73,1.825,1,47.32418441772461,9.094958305358887,242800.609375,725204.375
Oberhelfenschwil SG,16,0.8,0.8,31,1.03,1,45,1.5,1,84,2.1,1,47.34619140625,9.112260818481445,245274.546875,726459.8125
St. Peterzell SG,24,1.2,1,43,1.43,1,53,1.77,1,105,2.625,1,47.31819152832031,9.176392555236816,242267.640625,731373.875
Wattwil SG,19,0.95,0.95,26,0.87,0.87,40,1.33,1,61,1.525,1,47.293819427490234,9.086050987243652,239411.15625,724602
Bütschwil SG,12,0.6,0.6,17,0.57,0.57,41,1.37,1,68,1.7,1,47.35875701904297,9.078714370727539,246617.703125,723896.25
Kirchberg SG,9,0.45,0.45,11,0.37,0.37,38,1.27,1,61,1.525,1,47.409427642822266,9.026052474975586,252168.65625,719804.625
Lütisburg SG,11,0.55,0.55,14,0.47,0.47,40,1.33,1,64,1.6,1,47.396121978759766,9.110283851623535,250821.8125,726192.1875
Mosnang SG,17,0.85,0.85,27,0.9,0.9,45,1.5,1,78,1.95,1,47.3450927734375,9.008363723754883,244990.25,718612.9375
Degersheim SG,19,0.95,0.95,15,0.5,0.5,49,1.63,1,78,1.95,1,47.3856315612793,9.195826530456543,249796.78125,732674.8125
Flawil SG,13,0.65,0.65,12,0.4,0.4,42,1.4,1,61,1.525,1,47.40656280517578,9.194234848022461,252120.5,732502.625
Ganterschwil SG,12,0.6,0.6,27,0.9,0.9,41,1.37,1,79,1.975,1,47.35875701904297,9.078714370727539,246617.703125,723896.25
Jonschwil SG,10,0.5,0.5,9,0.3,0.3,41,1.37,1,62,1.55,1,47.427635192871094,9.092305183410645,254295.796875,724761.375
Mogelsberg SG,21,1.05,1,21,0.7,0.7,50,1.67,1,77,1.925,1,47.361629486083984,9.135811805725098,247028.78125,728201.9375
Oberuzwil SG,10,0.5,0.5,20,0.67,0.67,41,1.37,1,63,1.575,1,47.41975784301758,9.143705368041992,253503.328125,728657.6875
Uzwil SG,10,0.5,0.5,13,0.43,0.43,39,1.3,1,54,1.35,1,47.44445037841797,9.120365142822266,256210.03125,726837.9375
Bronschhofen SG,5,0.25,0.25,6,0.2,0.2,36,1.2,1,58,1.45,1,47.47877502441406,9.035261154174805,259891.40625,720342.625
Niederbüren SG,13,0.65,0.65,33,1.1,1,42,1.4,1,76,1.9,1,47.463134765625,9.20991039276123,258435.671875,733543.5
Niederhelfenschwil SG,11,0.55,0.55,22,0.73,0.73,41,1.37,1,78,1.95,1,47.48050308227539,9.17103385925293,260300.875,730570.3125
Oberbüren SG,11,0.55,0.55,30,1,1,40,1.33,1,72,1.8,1,47.440067291259766,9.186272621154785,255831.453125,731818.8125
Wil SG,0,0,0,0,0,0,33,1.1,1,47,1.175,1,47.47119140625,9.039825439453125,259055.65625,720703.8125
Zuzwil SG,6,0.3,0.3,12,0.4,0.4,37,1.23,1,66,1.65,1,47.471458435058594,9.101398468017578,259181.84375,725344.0625
Andwil SG,14,0.7,0.7,24,0.8,0.8,46,1.53,1,83,2.075,1,47.441287994384766,9.280940055847168,256130.65625,738954.75
Gaiserwald SG,11,0.55,0.55,13,0.43,0.43,52,1.73,1,87,2.175,1,47.43438720703125,9.335031509399414,255460.84375,743052.3125
Gossau SG,12,0.6,0.6,14,0.47,0.47,42,1.4,1,64,1.6,1,47.42507553100586,9.262722969055176,254296.40625,737622.875
Waldkirch SG,19,0.95,0.95,37,1.23,1,50,1.67,1,111,2.775,1,47.460479736328125,9.305221557617188,258307.1875,740735.0625
Alvaschein GR,26,1.3,1,61,2.03,1,85,2.83,1,142,3.55,1,46.67479705810547,9.550908088684082,171460.90625,761606.5
Mon GR,30,1.5,1,63,2.1,1,91,3.03,1,164,4.1,1,46.6500244140625,9.564508438110352,168736.09375,762721.375
Mutten GR,25,1.25,1,67,2.23,1,84,2.8,1,153,3.825,1,46.6688117980957,9.49452018737793,170681.078125,757310.8125
Stierva GR,32,1.6,1,69,2.3,1,93,3.1,1,169,4.225,1,46.66313552856445,9.54157829284668,170145.59375,760927.625
Tiefencastel GR,26,1.3,1,43,1.43,1,87,2.9,1,131,3.275,1,46.661399841308594,9.576189994812012,170024.359375,763580.875
Vaz/Obervaz GR,20,1,1,38,1.27,1,85,2.83,1,120,3,1,46.722511291503906,9.544438362121582,176749.828125,760969.25
Alvaneu GR,21,1.05,1,35,1.17,1,93,3.1,1,150,3.75,1,46.67869567871094,9.647159576416016,172096.796875,768956.375
Brienz/Brinzauls GR,24,1.2,1,43,1.43,1,89,2.97,1,140,3.5,1,46.6689567565918,9.595898628234863,170905.59375,765065.625
Lantsch/Lenz GR,23,1.15,1,47,1.57,1,88,2.93,1,133,3.325,1,46.707794189453125,9.573922157287598,175175.390625,763267
Schmitten GR,18,0.9,0.9,30,1,1,95,3.17,1,158,3.95,1,46.704132080078125,9.680245399475098,174994.96875,771406.0625
Surava GR,25,1.25,1,40,1.33,1,91,3.03,1,143,3.575,1,46.665252685546875,9.612247467041016,170528.296875,766327.6875
Bergün/Bravuogn GR,33,1.65,1,42,1.4,1,102,3.4,1,159,3.975,1,46.62168884277344,9.7866849899292,166072.296875,779816.9375
Filisur GR,26,1.3,1,25,0.83,0.83,95,3.17,1,146,3.65,1,46.65153121948242,9.68443489074707,169159.265625,771893.75
Wiesen GR,15,0.75,0.75,23,0.77,0.77,99,3.3,1,166,4.15,1,46.71003723144531,9.442436218261719,175159.5,753209.3125
Bivio GR,20,1,1,112,3.73,1,108,3.6,1,193,4.825,1,46.45809555053711,9.664408683776855,147620.9375,770971.375
Cunter GR,31,1.55,1,74,2.47,1,93,3.1,1,155,3.875,1,46.62154006958008,9.607982635498047,165661.9375,766135.75
Marmorera GR,25,1.25,1,98,3.27,1,105,3.5,1,180,4.5,1,46.503623962402344,9.651028633117676,152651.09375,769801.125
Mulegns GR,26,1.3,1,93,3.1,1,102,3.4,1,174,4.35,1,46.50689697265625,9.572355270385742,152847.390625,763754.625
Riom-Parsonz GR,34,1.7,1,94,3.13,1,95,3.17,1,188,4.7,1,46.56105041503906,9.539188385009766,158796.390625,761048.625
Salouf GR,33,1.65,1,98,3.27,1,94,3.13,1,181,4.525,1,46.60523986816406,9.519163131713867,163666.109375,759383.375
Savognin GR,33,1.65,1,78,2.6,1,94,3.13,1,158,3.95,1,46.57839584350586,9.58894157409668,160827.46875,764809.3125
Sur GR,27,1.35,1,95,3.17,1,105,3.5,1,177,4.425,1,46.52958679199219,9.661883354187012,155559.515625,770552.25
Tinizong-Rona GR,34,1.7,1,85,2.83,1,98,3.27,1,166,4.15,1,46.57244873046875,9.661823272705078,160322.34375,770412.5625
Brusio GR,43,2.15,1,125,4.17,1,101,3.37,1,246,6.15,1,46.25849151611328,10.13167667388916,126570.5078125,807613.0625
Poschiavo GR,34,1.7,1,104,3.47,1,109,3.63,1,260,6.5,1,46.34324264526367,10.050593376159668,135775.171875,801050.875
Castrisch GR,27,1.35,1,33,1.1,1,87,2.9,1,115,2.875,1,46.776344299316406,9.231501579284668,182138.203125,736915.875
Falera GR,23,1.15,1,66,2.2,1,84,2.8,1,151,3.775,1,46.8325309753418,9.206942558288574,188340.328125,734899.9375
Flond GR,31,1.55,1,57,1.9,1,91,3.03,1,140,3.5,1,46.76729202270508,9.165504455566406,181019.09375,731898.875
Ilanz GR,26,1.3,1,36,1.2,1,87,2.9,1,118,2.95,1,46.76485824584961,9.22647476196289,180853.0625,736561.1875
Laax GR,21,1.05,1,51,1.7,1,81,2.7,1,134,3.35,1,46.84223556518555,9.232864379882812,189463.953125,736852.4375
Ladir GR,31,1.55,1,62,2.07,1,92,3.07,1,144,3.6,1,46.79033279418945,9.202186584472656,183642.296875,734642.625
Luven GR,29,1.45,1,53,1.77,1,89,2.97,1,137,3.425,1,46.733882904052734,8.954996109008789,176973.703125,715894.125
Pitasch GR,33,1.65,1,67,2.23,1,93,3.1,1,148,3.7,1,46.730712890625,9.21668815612793,177041.296875,735899.8125
Riein GR,31,1.55,1,63,2.1,1,92,3.07,1,149,3.725,1,46.74443817138672,9.23363971710205,178596,737160.3125
Ruschein GR,30,1.5,1,55,1.83,1,90,3,1,138,3.45,1,46.78523635864258,9.192636489868164,183059.703125,733926.3125
Sagogn GR,23,1.15,1,54,1.8,1,84,2.8,1,137,3.425,1,46.798683166503906,9.280973434448242,184708.6875,740634.875
Schluein GR,25,1.25,1,48,1.6,1,86,2.87,1,130,3.25,1,46.792625427246094,9.227521896362305,183940.671875,736570.8125
Schnaus GR,28,1.4,1,46,1.53,1,88,2.93,1,128,3.2,1,46.77694320678711,9.180147171020508,182116.5,732993.3125
Sevgein GR,28,1.4,1,53,1.77,1,88,2.93,1,138,3.45,1,46.765769958496094,9.2208251953125,180944.40625,736127.375
Valendas GR,22,1.1,1,54,1.8,1,83,2.77,1,149,3.725,1,46.78760528564453,9.282488822937012,183480.203125,740779.5
Versam GR,17,0.85,0.85,41,1.37,1,78,2.6,1,124,3.1,1,46.79245376586914,9.336852073669434,184117.90625,744916.3125
Camuns GR,36,1.8,1,60,2,1,96,3.2,1,143,3.575,1,46.70362854003906,9.198336601257324,173999.40625,734564.875
Cumbel GR,32,1.6,1,59,1.97,1,92,3.07,1,142,3.55,1,46.72571563720703,9.191972732543945,176443.296875,734023.5
Duvin GR,34,1.7,1,60,2,1,95,3.17,1,160,4,1,46.71492385864258,9.211602210998535,175277.796875,735550.8125
Degen GR,36,1.8,1,67,2.23,1,96,3.2,1,150,3.75,1,46.70692825317383,9.170291900634766,174318.40625,732412.625
Lumbrein GR,41,2.05,1,116,3.87,1,101,3.37,1,211,5.275,1,46.68330001831055,9.135645866394043,171634.296875,729820.625
Morissen GR,35,1.75,1,70,2.33,1,96,3.2,1,150,3.75,1,46.72957992553711,9.179804801940918,176852.203125,733084
St. Martin GR,39,1.95,1,72,2.4,1,99,3.3,1,155,3.875,1,46.71971893310547,6.539345741271973,174674.734375,531247.0625
Surcasti GR,35,1.75,1,63,2.1,1,95,3.17,1,145,3.625,1,46.69594955444336,9.177298545837402,173110,732975.3125
Surcuolm GR,34,1.7,1,66,2.2,1,95,3.17,1,147,3.675,1,46.758399963378906,9.143631935119629,179994.546875,730249.9375
Tersnaus GR,36,1.8,1,65,2.17,1,96,3.2,1,147,3.675,1,46.69191360473633,9.184617042541504,172674,733544.875
Uors-Peiden GR,37,1.85,1,63,2.1,1,97,3.23,1,145,3.625,1,,,,
Vals GR,43,2.15,1,82,2.73,1,104,3.47,1,163,4.075,1,46.58746337890625,9.163555145263672,161029.609375,732189.5625
Vignogn GR,35,1.75,1,70,2.33,1,96,3.2,1,153,3.825,1,46.698974609375,9.156521797180176,173411.203125,731379.1875
Vella GR,34,1.7,1,65,2.17,1,94,3.13,1,148,3.7,1,46.71797561645508,9.173981666564941,175552.296875,732667.5
Vrin GR,43,2.15,1,91,3.03,1,104,3.47,1,173,4.325,1,46.655426025390625,9.098796844482422,168476.203125,727067.625
Andiast GR,35,1.75,1,70,2.33,1,96,3.2,1,151,3.775,1,46.8259162902832,9.099252700805664,187425.8125,726701.375
Obersaxen GR,37,1.85,1,70,2.33,1,97,3.23,1,157,3.925,1,46.722938537597656,9.068258285522461,175930.671875,724574.6875
Pigniu GR,34,1.7,1,65,2.17,1,95,3.17,1,152,3.8,1,46.683353424072266,9.155427932739258,171673.40625,731333.5
Rueun GR,30,1.5,1,56,1.87,1,91,3.03,1,137,3.425,1,46.77851867675781,9.151837348937988,182244.09375,730827.875
Siat GR,34,1.7,1,63,2.1,1,95,3.17,1,148,3.7,1,46.790931701660156,9.163877487182617,183644,731716.8125
