Name,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel
Alpe Casaccia,705.821,155.906,1819,Bus
Alpe Foppa,712.46,108.29,1534,Luftseilbahn
Alpiglen,643.159,161.137,1616,Zahnradbahn
Alpnach Dorf,663.699,199.179,452,Zug
"Alpnach Dorf, untere Feldstr.",662.842,198.644,498,Bus
"Alpnach Dorf, Bahnhof",663.693,199.164,452,Bus
"Alpnach Dorf, Hofmättelikreuz",663.254,198.881,469,Bus
"Alpnach Dorf, Kantonalbank",663.347,199.067,462,Bus
"Alpnach Dorf, Schoried",662.212,198.371,554,Bus
Alpnachstad,663.879,200.781,436,Zug
Alpnachstad PB,663.829,200.831,436,Zahnradbahn
Alpnachstad SGV,663.963,200.861,436,Schiff
"Alpnachstad, Bahnhof",663.871,200.799,435,Bus
"Alpthal, Eigen",697.426,215.907,965,Bus
"Alpthal, Gribsch",697.49,215.458,969,Bus
"Alpthal, Grund",697.506,215.006,977,Bus
"Alpthal, Malosen",696.784,213.179,1019,Bus
"Alpthal, Post",697,214.1,999,Bus
"Alpthal, Rütli",696.886,213.485,1013,Bus
"Alpthal, Schnüerlismatt",697.267,214.472,995,Bus
"Alpthal, Stei",696.557,212.358,1050,Bus
Alt St. Johann (Sellamattbahn),740.202,228.587,894,Luftseilbahn
"Alt St. Johann, Dorf",739.835,228.564,889,Bus
"Alt St. Johann, Horb",738.566,227.772,887,Bus
Altanca,695.357,153.312,1387,Bus
Altanca FPR,694.835,153.169,1386,Standseilbahn
Altavilla,578.236,198.002,537,Bus
"Altbüron, Feld",632.76,226.378,526,Bus
"Altbüron, Gruenbach",632.124,227.137,512,Bus
"Altbüron, Halde",633.175,225.934,535,Bus
"Altbüron, Hiltbrunnen",633.589,225.407,548,Bus
"Altbüron, Ludligen",632.024,227.896,529,Bus
"Altbüron, Post",633.437,225.655,541,Bus
Altdorf,690.937,192.315,447,Zug
"Altdorf SH, Dorf",691.54,293.385,520,Bus
"Altdorf UR, Allmend",690.59,193.12,439,Bus
"Altdorf UR, Bahnhof",690.95,192.35,447,Bus
"Altdorf UR, Chornmatt",690.87,192.909,447,Bus
"Altdorf UR, Dätwyler AG",692.089,192.508,460,Bus
"Altdorf UR, Frauenkloster",691.877,192.663,460,Bus
"Altdorf UR, Gemeindehaus",691.659,193.111,456,Bus
"Altdorf UR, Hagenschulhaus",691.479,192.762,455,Bus
"Altdorf UR, Kollegium",692.353,192.281,488,Bus
"Altdorf UR, Langmatt",691.208,192.541,445,Bus
"Altdorf UR, Moosbad",690.727,193.916,440,Bus
"Altdorf UR, Post",691.75,192.95,447,Bus
"Altdorf UR, Pro Familia",691.348,192.088,445,Bus
"Altdorf UR, Ringli",691.184,193.433,442,Bus
"Altdorf UR, Ruberst",691.2,191.275,450,Bus
"Altdorf UR, Spital",691.357,193.244,447,Bus
"Altdorf UR, Steinmattstrasse",691.3,191.75,450,Bus
"Altdorf UR, Telldenkmal",691.875,193,457,Bus
Altenburg-Rheinau,686.997,279.859,428,(Zug)
"Altenburg, Anwandel",687.485,279.289,407,Bus
"Altenburg, Dorf",687.17,279.19,389,Bus
"Altenburg, Dorfbrunnen",687.463,279.099,405,Bus
"Altenburg, Industriegebiet",687.105,279.614,421,Bus
"Altenburg, Rathaus",687.195,279.156,406,Bus
"Altenburg, Schule",687.245,279.006,404,Bus
Altendorf,704.896,227.927,412,Zug
Altendorf ZSG,705.621,228.043,412,Schiff
"Altendorf, Bahnhof",704.835,227.822,419,Bus
"Altendorf, Bitzi",705.848,227.605,418,Bus
"Altendorf, Letzi",704.355,228.007,411,Bus
"Altendorf, Lidwil",704.101,228.325,416,Bus
"Altendorf, Schweizerhofplatz",705.598,227.719,420,Bus
"Altendorf, Stoglen",705.244,227.797,415,Bus
"Altendorf, Talstrasse",704.528,227.845,410,Bus
"Altendorf, Tevag",703.737,228.652,421,Bus
Altenrhein,758.931,261.245,400,Zug
Altenrhein Schifflände,759.847,263.038,396,Schiff
"Altenrhein, Am Rhein",759.977,262.156,397,Bus
"Altenrhein, Dorf",759.308,262.105,397,Bus
"Altenrhein, Flugplatz",759.187,261.898,397,Bus
"Altenrhein, Hegi",760.663,261.229,398,Bus
"Altenrhein, Markthalle",758.934,261.541,401,Bus
"Altenrhein, Schulhaus",759.552,262.092,398,Bus
Alter Zoll,757.353,248.5,617,Zug
"Alterswil FR, Beniwil",585.403,182.882,732,Bus
"Alterswil FR, Dorfplatz",586.358,182.684,758,Bus
"Alterswil FR, Galteren",584.047,183.519,700,Bus
"Alterswil FR, Geriwil",586.934,182.284,756,Bus
"Alterswil FR, Hofmatt",587.608,181.317,781,Bus
"Alterswil FR, Wengliswil",587.886,180.852,808,Bus
"Alterswil FR, Wilersguet",588.309,179.643,852,Bus
Alterswilen,728.999,274.6,519,Bus
"Altikon, Brückenwaage",700.99,270.06,398,Bus
"Altikon, Herten",702.494,269.565,398,Bus
"Altishofen, Bäckerei",640.137,227.382,482,Bus
"Altishofen, Unterdorf",640.047,228.001,482,Bus
Altmarkt,623.073,258.45,334,Zug
Altmatt,695.402,220.838,920,Zug
"Altmatt, Hauptstrasse",695.5,220.8,920,(Bus) siehe 87856
Altnau,737.354,276.121,409,Zug
Altnau (See),737.589,276.323,398,Schiff
"Altnau, Bahnhof",737.366,276.091,409,Bus
"Altnau, Kirche",736.763,274.597,471,Bus
"Altnau, Längiacker",737.322,275.786,428,Bus
"Altnau, Post",736.82,275.075,444,Bus
"Altnau, Rössli",737.012,274.792,447,Bus
"Altnau, Schmitteweg",736.591,275.051,450,Bus
"Altnau, Seezelgstrasse",737.223,275.613,429,Bus
"Altnau, Unterdorf",737.172,275.106,442,Bus
"Altnau, Unterhof",736.994,275.454,439,Bus
Altreu,600.777,226.604,429,Schiff
"Altreu, Info Zentrum Witi",600.804,226.757,429,Bus
"Altreu, Mitte",600.71,227.093,430,Bus
"Altreu, Nord",600.697,227.414,435,Bus
Altstätten Stadt,758.479,249.444,469,Zug
Altstätten Stadt Gleisende,758.565,249.506,465,(Zug)
Altstätten SG,759.936,249.202,430,Zug
"Altstätten SG, Allmend",759.66,248.372,424,Bus
"Altstätten SG, Altersh. Forst",758.5,248.45,433,Bus
"Altstätten SG, Bächler",758.45,250.875,615,Bus
"Altstätten SG, Bahnhof",759.926,249.181,429,Bus
"Altstätten SG, Baumert",756.95,250.45,753,Bus
"Altstätten SG, Breite",758.524,249.696,474,Bus
"Altstätten SG, Depot",759.05,249.875,455,Bus
"Altstätten SG, Eichbergerstr.",759.42,249.3,439,Bus
"Altstätten SG, Ergeten",756.518,250.562,813,Bus
"Altstätten SG, Ergeten-Loch",756.362,250.343,792,Bus
"Altstätten SG, Feldstrasse",759.086,249.628,447,Bus
"Altstätten SG, Fleuben",759.994,247.652,460,Bus
"Altstätten SG, Hirschen",759.225,249.402,447,Bus
"Altstätten SG, Kapf",759.754,251.58,547,Bus
"Altstätten SG, Klosterguet",759.45,249.45,438,Bus
"Altstätten SG, Oberkirlen",759.687,249.344,435,Bus
"Altstätten SG, Post",759.144,249.571,448,Bus
"Altstätten SG, Rathaus",758.8,249.625,455,Bus
"Altstätten SG, Ruppen",756.32,250.952,939,Bus
"Altstätten SG, Ruppendörfli",756.17,250.84,911,Bus
"Altstätten SG, Ruppenhalde",756.22,250.705,886,Bus
"Altstätten SG, Sägentobel",757.43,250.899,702,Bus
"Altstätten SG, Schulhaus Klaus",758.879,249.451,456,Bus
"Altstätten SG, Schöntal",758.903,249.823,455,Bus
"Altstätten SG, Spital/Heime",758.798,249.95,461,Bus
"Altstätten SG, Stadt",758.54,249.499,465,Bus
"Altstätten SG, Tannenbaum",757.303,250.555,728,Bus
"Altstätten SG, Traube",758.473,250.302,511,Bus
"Altstätten SG, Unterlitten",759.416,249.189,439,Bus
"Altstätten SG, Wieswanne",758.628,250.599,551,Bus
"Altstätten SG, Ziel-Kornberg",758.25,250.8,642,Bus
Altwis,661.535,232.25,487,Bus
Alvaneu,769.253,171.277,999,Zug
"Alvaneu Bad, Badezentrum",769.199,171.084,948,Bus
"Alvaneu Bad, Dorfplatz",768.931,170.937,956,Bus
"Alvaneu Bad, Solas",770.097,171.402,967,Bus
"Alvaneu Dorf, Crappa Naira",767.615,171.391,1057,Bus
"Alvaneu Dorf, Dorfplatz",769.015,172.107,1183,Bus
"Alvaneu, Bahnhof",769.191,171.259,993,Bus
Alvaschein Blockstelle,761.102,171.553,873,(Zug)
"Alvaschein, Dorf",761.606,171.461,1001,Bus
"Alvaschein, Gipsmühle",762.439,171.321,971,Bus
"Alvaschein, Solisbrücke",759.992,171.872,845,Bus
Am Bach (Avers),761.237,147.374,1958,Bus
"Ambilly, Acacias-TAC",505.975,116.326,430,Bus
"Ambilly, Croix d'Ambilly",506.242,116.392,430,Bus
"Ambilly, Millet",505.975,116.286,430,Bus
"Ambilly, Parc la Fantasia",506.374,116.457,430,Bus
Ambrì-Piotta,696.05,151.8,989,Zug
"Ambrì-Piotta, Stazione",696.02,151.804,989,Bus
"Ambrì, centro scolastico",695.898,151.766,994,Bus
"Ambrì, sotto",697.089,151.507,977,Bus
"Ambrì, Chiesa",696.44,151.663,981,Bus
Amden SBA,729.277,223.494,908,Luftseilbahn
"Amden, Bellevue",728.12,222.69,759,Bus
"Amden, Brugg",728.92,223.46,895,Bus
"Amden, Forten",728.43,222.92,807,Bus
"Amden, Hinterstein",730.185,223.71,1056,Bus
"Amden, Lehni",728.465,222.51,672,Bus
"Amden, Mennweg",730.053,223.38,1014,Bus
"Amden, Montana",728.773,223.195,860,Bus
"Amden, Post",729.128,223.405,910,Bus
"Amden, Sell",730.915,223.676,1151,Bus
"Amden, Soldanella",730.48,223.68,1108,Bus
"Amden, Stocksitten",730.13,223.2,988,Bus
"Amden, Vorderdorf",729.67,223.385,936,Bus
Aminona,606.67,131.215,1520,Bus
Aminona CMA,606.705,131.242,1526,Luftseilbahn
"Amlikon, Mitte",721.721,269.971,436,Bus
"Amlikon, Oberdorf",721.571,269.802,460,Bus
"Amlikon, Unterdorf",721.811,270.052,423,Bus
"Ammerswil AG, Dorfplatz",658.072,246.781,456,Bus
"Ammerswil AG, Kirche",658.141,246.988,449,Bus
"Ammerswil AG, Rebrain",657.715,246.736,456,Bus
"Ammerswil AG, Rütli",657.855,246.776,456,Bus
"Ammerswil AG, Waagplatz",658.05,246.778,454,Bus
"Ammerzwil BE, Dorf",592.619,213.456,529,Bus
"Ammerzwil BE, Sandhubel",592.8,212.9,521,Bus
"Ammerzwil BE, Unterdorf",592.489,213.077,503,Bus
Amphion-les-Bains CGN,531.117,138.591,373,Schiff
Amriswil,740.271,268.302,437,Zug
"Amriswil, Almensberg",742.225,267.03,435,Bus
"Amriswil, Bahnhof",740.25,268.275,440,Bus
"Amriswil, Grenzstrasse",739.173,267.603,455,Bus
"Amriswil, Güetli",739.585,267.695,451,Bus
"Amriswil, Hemmerswil",740.631,267.557,442,Bus
"Amriswil, Kirchstrasse",740.048,268.012,445,Bus
"Amriswil, Kronberg",739.599,268.939,438,Bus
"Amriswil, Köpplishaus",738.74,267.648,457,Bus
"Amriswil, Maihalde",740.62,267.675,433,Bus
"Amriswil, Marktplatz",740.09,267.698,446,Bus
"Amriswil, Mühlebach",738.353,267.62,459,Bus
"Amriswil, Säntisstrasse",740.55,268.129,439,Bus
"Amriswil, St. Gallerstrasse",739.94,267.195,463,Bus
"Amriswil, Weiherstrasse",739.69,268.409,438,Bus
"Amriswil, Zentrum",740.255,267.85,444,Bus
"Amsoldingen, Kirche",610.809,175.127,649,Bus
"Amsoldingen, Kreuz",611.072,175.196,645,Bus
"Amsoldingen, Sandgrube",611.048,174.584,650,Bus
"Amsoldingen, See",610.939,174.415,651,Bus
"Amsoldingen, Steghalten",611.129,175.607,648,Bus
Amsteg Kabelstollen Ost,696.097,181.211,527,(Zug)
Amsteg Kabelstollen West,694.391,180.227,492,(Zug)
Amsteg LAA,693.647,181.14,522,Luftseilbahn
Amsteg Zugangsstollen West,694.088,181.294,510,(Zug)
"Amsteg, Post",694.126,180.578,522,Bus
"Amsteg, Schulhaus",694.05,180.85,520,Bus
"Amsteg, St. Anton",694.72,180.563,714,Bus
"Amsteg, Zeughaus",693.925,181.166,519,Bus
"Andeer, posta",752.305,163.137,982,Bus
"Andeer, Bärenburg",752.393,162.177,1052,Bus
"Andeer, Heilbad",752.312,163.464,981,Bus
"Andeer, Pignia",753.1,164.23,1050,Bus
"Andeer, Rofflaschlucht",751.972,160.895,1104,Bus
"Andeer, Tgavugl",752.366,163.438,983,Bus
Andelfingen,693.214,272.188,402,Zug
"Andelfingen, Bahnhof",693.2,272.2,402,Bus
Andermatt,688.409,165.722,1436,Zug
Andermatt (Gemsstockbahn),688.302,165.236,1440,Luftseilbahn
"Andermatt, Bahnhof",688.5,165.75,1436,Bus
"Andermatt, Bodenstrasse",688.219,165.491,1437,Bus
"Andermatt, Gemeindehaus",688.53,165.35,1440,Bus
"Andermatt, Gemsstockbahn",688.27,165.216,1440,Bus
"Andermatt, Kreisel Oberalp Süd",688.648,165.462,1450,Bus
"Andermatt, Krone",688.635,165.314,1458,Bus
"Andermatt, Oberwiler",688.996,165.694,1510,Bus
"Andermatt, Poststrasse",688.622,165.517,1443,Bus
"Andermatt, Tourist Info",688.535,165.72,1439,Bus
"Andermatt, Unterwiler 1",689.034,165.552,1489,Bus
"Andermatt, Unterwiler 2",689.027,165.564,1490,Bus
"Andiast, posta",727.914,182.84,1185,Bus
"Andiast, S. Clau",727.527,182.54,1166,Bus
"Andwil SG, Grünau",737.778,255.947,670,Bus
"Andwil SG, Linden",738.581,256.028,722,Bus
"Andwil SG, Otmarsegg",738.35,255.45,709,Bus
"Andwil SG, Post",738.187,255.869,690,Bus
"Andwil SG, St. Margreten",738.252,254.54,691,Bus
"Andwil TG, Dorf",733.68,269.984,473,Bus
"Andwil TG, Eckartshausen",733.656,270.617,508,Bus
"Andwil TG, Volg",733.679,269.991,472,Bus
Angeli Custodi,802.408,137.408,1112,Bus
"Anglikon, Brändliacker",662.644,246.303,453,Bus
"Anglikon, Bursthalde",662.245,246.414,415,Bus
"Anglikon, Kesselackerstrasse",662.441,246.426,447,Bus
"Anglikon, Knobelstrasse",662.252,246.57,445,Bus
"Anglikon, Zentrum",662.315,246.243,415,Bus
Anières,506.175,125.958,373,Schiff
"Anières, douane",507.438,124.816,431,Bus
"Anières, mairie",506.631,125.558,418,Bus
"Anières, village",506.319,125.782,418,Bus
"Anières, Bassy",506.87,125.984,422,Bus
"Anières, Chavannes",506.794,126.472,391,Bus
"Anières, Courbes",506.628,126.21,394,Bus
"Anières, Courson",507.315,126.389,424,Bus
"Anières, Foyer",507.057,125.197,428,Bus
"Anières, Gravière",507.401,127.094,391,Bus
"Anières, Marguerite",506.109,125.333,390,Bus
"Anières, Nant-d'Aisy",505.985,125.104,404,Bus
"Anières, Sous-Chevrens",507.169,126.85,395,Bus
"Annemasse, gare",507.231,117.08,430,Bus
"Annemasse, poste",507.005,116.658,430,Bus
"Annemasse, Deffaugt",507.166,116.661,430,Bus
"Annemasse, Jura",507.157,116.952,430,Bus
"Annemasse, Parc Montessuit",506.796,116.586,430,Bus
"Antagnes, Glutières",567.195,126.083,698,Bus
"Anwil, Ausserdorf",638.091,255.786,602,Bus
"Anwil, Post",637.775,255.525,595,Bus
"Anwil, Talweiher",636.955,255.792,499,Bus
Anzère TAPM,596.628,127.095,1526,Luftseilbahn
"Anzère, poste",596.747,127.156,1516,Bus
"Anzère, télécabine",596.611,127.037,1555,Bus
"Anzère, village sud",597.015,127.241,1494,Bus
"Anzère, Pra Combère",599.701,130.141,1642,Bus
"Anzère, Pralan",597.465,127.482,1421,Bus
"Anzonico, Bv. Calonico",708.651,143.912,901,Bus
"Anzonico, Paese",709.426,143.209,984,Bus
"Aosta, Autostazione",591.156,64.865,580,Bus
Appenzell,748.914,243.805,786,Zug
Appenzell Enggenhütten,745.321,246.476,760,Bus
"Appenzell Meistersrüte, H'berg",753.55,246.375,1167,Bus
Appenzell Schlatt,747.875,247.075,956,Bus
"Appenzell Steinegg, Steinegg",750.55,243,799,Bus
"Appenzell, Adlerplatz",749.065,244.103,771,Bus
"Appenzell, Alpsteinstrasse",750.228,244.045,816,Bus
"Appenzell, Bahnhof",748.984,243.857,789,Bus
"Appenzell, Bleichenwald",750.129,244.878,868,Bus
"Appenzell, Bleuer",751.596,244.309,873,Bus
"Appenzell, Hallenbad",749.123,244.451,772,Bus
"Appenzell, Hirschberg Station",749.821,244.277,810,Bus
"Appenzell, Kau",747.294,243.106,1037,Bus
"Appenzell, Kreuzhof",749.251,244.254,783,Bus
"Appenzell, Kreuzstrasse",752.951,244.517,881,Bus
"Appenzell, Lädeli",752.363,244.618,880,Bus
"Appenzell, Landsgemeindeplatz",748.834,244.165,776,Bus
"Appenzell, Lank",748.011,246.037,766,Bus
"Appenzell, Lehn",749.4,245.2,862,Bus
"Appenzell, Meistersrüte",750.668,246.111,927,Bus
"Appenzell, Mettlenbrücke",748.662,244.639,765,Bus
"Appenzell, Moren",751.089,244.171,852,Bus
"Appenzell, Obere Steinegg",751.875,244.95,962,Bus
"Appenzell, Rapisau",747.167,245.445,786,Bus
"Appenzell, Schönenbüel",750.349,244.39,893,Bus
"Appenzell, Sonnenhalb",749.325,242.625,937,Bus
"Appenzell, Spital",749.47,244.395,791,Bus
"Appenzell, Steig",748.192,245.242,788,Bus
"Appenzell, Unterrain",750.205,242.477,837,Bus
"Appenzell, Unterschlatt",747.313,246.38,776,Bus
"Appenzell, Zentrale",751.147,244.478,908,Bus
"Appenzell, Ziel",748.8,244.43,769,Bus
Apples,522.154,156.014,642,Zug
"Apples, Hôtel de Commune",522.482,156.162,642,Bus
"Apples, La Mottaz",522.875,155.411,615,Bus
"Aprica, centro",809.673,115.002,1172,Bus
"Aprica, posta",808.933,114.742,1186,Bus
"Aprica, Liscedo",807.403,114.582,1100,Bus
"Aprica, S. Pietro",811.003,115.482,1153,Bus
"Aproz, bif. Bieudron",588.08,115.964,652,Bus
"Aproz, rte de Coor",589.961,116.707,529,Bus
"Aproz, village",590.526,117.258,490,Bus
"Aquila, Bivio Ponto-Aquilesco",715.636,151.841,852,Bus
"Aquila, Paese",716.021,151.281,788,Bus
"Aquila, Sud",716.095,151.072,775,Bus
"Aranno, Al Tiglio",710.945,97.465,741,Bus
"Aranno, Cappella di Aranno",711.168,97.69,748,Bus
"Aranno, Flora",711.13,97.039,741,Bus
"Aranno, Lusciè",711.37,98.389,679,Bus
"Aranno, Maestà",711.412,96.973,756,Bus
"Aranno, Paese",710.893,97.285,736,Bus
"Aranno, Prumé",711.7,97.045,772,Bus
"Araschgen, Kronenhof",760.645,188.82,747,Bus
"Arbaz, bif. Blignoud",596.022,124.198,1025,Bus
"Arbaz, café du Lac",595.656,125.492,1325,Bus
"Arbaz, poste",595.716,124.588,1140,Bus
"Arbaz, Barra",596.242,125.409,1270,Bus
"Arbaz, Le Gô",596.197,126.31,1481,Bus
"Arbaz, Onna",595.726,124.412,1106,Bus
"Arbaz, Planèje",595.41,124.909,1193,Bus
"Arbaz, Pré-du-Loup",595.883,125.826,1392,Bus
"Arbaz, Prozerbou",595.879,124.994,1226,Bus
"Arbedo, Casa Comunale",723.903,119.217,263,Bus
"Arbedo, Chiesa",723.615,119.047,239,Bus
"Arbedo, Molinazzo",723.546,119.201,238,Bus
"Arbedo, Polveriera",724.23,119.971,245,Bus
"Arbedo, Polveriera Nord",724.425,120.075,247,Bus
"Arbedo, Ponte Pacciaredo",723.767,119.399,253,Bus
"Arbedo, Rotondello",723.936,119.604,266,Bus
"Arbedo, Via Orbello",724.092,119.831,262,Bus
"Arboldswil, Dorf",621.02,251.689,633,Bus
"Arboldswil, Mühletal",621.627,251.599,549,Bus
"Arboldswil, Renggelts",621.627,251.085,564,Bus
Arbon,750.251,264.114,399,Zug
Arbon (See),750.771,264.356,399,Schiff
Arbon Seemoosriet,749.539,265.312,402,Zug
"Arbon, Alpenblick",748.968,263.829,408,Bus
"Arbon, Alter Werkhof",749.643,264.213,402,Bus
"Arbon, Alterssiedlung",750.055,264.526,408,Bus
"Arbon, Bahnhof",750.256,264.176,397,Bus
"Arbon, Bergli",749.569,264.692,412,Bus
"Arbon, Blumenau",749.375,262.525,399,Bus
"Arbon, Bündnerhof",749.894,264.112,399,Bus
"Arbon, Landquartstrasse",749.787,263.586,399,Bus
"Arbon, Morgental",749.5,262.8,399,Bus
"Arbon, Novaseta",750.043,264.239,399,Bus
"Arbon, Post",750.153,264.595,406,Bus
"Arbon, Romanshornerstrasse",749.611,265.039,410,Bus
"Arbon, Scheidweg",748.83,265.211,415,Bus
"Arbon, Schloss",750.45,264.692,403,Bus
"Arbon, Seemoosholz",749.203,265.112,412,Bus
"Arbon, Stahelplatz",750.082,264.813,409,Bus
"Arbon, Wildpark",749.488,264.01,399,Bus
"Arcegno, Cruglio",700.717,112.9,382,Bus
"Arcegno, Posta",700.717,113.151,391,Bus
"Arch, Aarestrasse",598.847,224.036,432,Bus
"Arch, Arche",599.172,224.031,432,Bus
"Arch, Aska",599.057,224.219,432,Bus
"Arch, Bahnhofstrasse",598.631,223.551,441,Bus
"Arch, Gemeindezentrum",599.076,224.219,438,Bus
"Arch, Kreuz",599.276,224.105,448,Bus
"Arch, Stockmatt",598.801,223.709,443,Bus
"Archamps, Centre de convention",498.352,110.251,510,Bus
"Archamps, Communauté-Commun",497.916,110.46,505,Bus
"Archamps, Pont de Combe",498.71,110.434,499,Bus
"Archamps, Technopole",498.166,110.602,505,Bus
Archy (bif),532.512,154.928,404,(Zug)
Archy A (bif),532.896,155.064,408,(Zug)
"Arconciel, village",575.953,177.187,728,Bus
"Arconciel, Pelleret",575.804,176.566,743,Bus
"Arconciel, Rialet",576.826,177.821,747,Bus
"Arconciel, Sur-le-Moulin",576.36,176.448,722,Bus
Ardez,810.943,183.977,1432,Zug
"Ardez, Bröl",811.147,184.17,1464,Bus
Ardon,587.057,117.473,488,Zug
"Ardon, poste",586.061,117.811,488,Bus
"Ardon, Arnica",585.724,117.377,486,Bus
"Arenenberg, Schloss",721.763,281.374,463,Bus
Areuse Les Isles Littorail,555.08,200.519,434,Tram
Areuse Littorail,555.407,200.552,438,Tram
"Areuse Littorail, gare",555.407,200.536,438,Bus
"Areuse, Les Isles",555.035,200.533,441,Bus
"Arezen, alte Post",745.318,183.188,944,Bus
"Arezen, Fatscha",745.097,182.738,974,Bus
Argnoud,596.993,123.51,812,Bus
"Arisdorf, Hofacker",624.575,261.8,358,Bus
"Arisdorf, Kreuz",624.582,261.288,358,Bus
"Arisdorf, Olsbergerstrasse",624.6,262.525,350,Bus
"Arisdorf, Schulhaus",624.625,262.175,350,Bus
"Arisdorf, Weieren",624.721,260.82,350,Bus
"Aristau, Althäusern",669.683,238.585,418,Bus
"Aristau, Birri",669.879,236.888,417,Bus
"Aristau, Post",669.856,237.675,405,Bus
Arlesheim im Lee,613.616,260.762,326,Tram
Arlesheim Baselstrasse,613.589,261.233,310,Tram
Arlesheim Brown Boveri,613.458,261.915,289,Tram
Arlesheim Dorf,613.582,260.427,330,Tram
Arlesheim Stollenrain,613.018,260.267,300,Tram
"Arlesheim, Aliothstrasse",613.152,262.075,282,Bus
"Arlesheim, Altenmatteweg",612.9,260.318,290,Bus
"Arlesheim, Baselstrasse",613.609,261.253,310,Bus
"Arlesheim, Birsweg",612.824,260.761,282,Bus
"Arlesheim, Dom",613.548,260.176,334,Bus
"Arlesheim, Dorf (Bus)",613.579,260.369,330,Bus
"Arlesheim, Im Lee",613.635,260.784,326,Bus
"Arlesheim, Obesunne",613.434,259.95,330,Bus
"Arlesheim, Schorenweg",612.952,261.665,274,Bus
"Arlesheim, Stollenrain",613.033,260.255,299,Bus
Arnegg,736.771,256.159,621,Zug
"Arnegg, Bahnhof",736.796,256.224,621,Bus
"Arnegg, Geretschwilerstrasse",736.89,255.68,621,Bus
"Arnegg, Restaurant Ilge",737.021,256.195,628,Bus
"Arnegg, Ruppen",736.71,256.3,621,Bus
"Arnegg, Weideggstrasse",737.087,256.299,637,Bus
Arnensee,583.28,138.123,1545,Bus
Arnex,529.656,172.286,553,Zug
Arnex-sur-Nyon,504.188,136.69,458,Bus
"Arnex, école",529.58,171.92,540,Bus
"Arnex, gare",529.683,172.289,553,Bus
"Arnex, poste",529.665,171.927,545,Bus
"Arni AG, Dorf",674.173,241.299,570,Bus
"Arni AG, Stockacker",674.487,241.485,572,Bus
"Arni BE, Dorf",617.234,198.238,849,Bus
"Arni BE, Hämlismatt",616.347,198.87,846,Bus
"Arni BE, Matte",617.929,198.193,866,Bus
"Arni BE, Schwendelweg",618.361,198.522,888,Bus
"Arni BE, Tanne",615.95,199.581,900,Bus
"Arni BE, Walke",615.414,197.774,793,Bus
Arni UR,692.616,181.477,1300,Luftseilbahn
"Arnisäge BE, Post",616.119,198.117,824,Bus
Arnisee,691.94,180.485,1372,Luftseilbahn
Arnorengo,697.961,151.709,1045,Bus
"Arogno, Bivio Pugerna",719.87,90.705,599,Bus
"Arogno, Cà del Ferée",720.4,91.035,582,Bus
"Arogno, Cà Nova",720.082,89.941,545,Bus
"Arogno, La Cassina",720.095,89.525,531,Bus
"Arogno, Nebbia",720.173,90.205,565,Bus
"Arogno, Paese",720.096,90.846,582,Bus
"Arogno, Pasquée",719.944,91.018,602,Bus
"Arogno, S. Michele",720.253,90.439,582,Bus
"Arogno, S. Vitale",719.673,91.334,656,Bus
"Arogno, Sasso Grosso",720.509,90.751,583,Bus
"Arogno, Villette",719.55,91.768,640,Bus
Aroleid,0,0,0,Luftseilbahn
"Arolla, poste",603.274,97.136,2014,Bus
"Arolla, La Gouille",603.999,100.228,1830,Bus
"Arolla, La Monta",603.576,97.701,1909,Bus
"Arolla, Magine",603.326,96.697,1970,Bus
"Arolla, Mt-Collon",603.356,96.886,1968,Bus
"Arolla, Pramousse",603.799,98.761,1846,Bus
"Arolla, Satarma",603.855,99.609,1808,Bus
Arona NLM,687.46,68.14,200,Schiff
Arosa,771.085,183.79,1739,Zug
Arosa (Mittelstation)Weisshorn,769.84,184.1,2032,Luftseilbahn
Arosa (Talstation) Hörnli,769.618,182.565,1739,Luftseilbahn
Arosa (Talstation) Weisshorn,771.028,183.821,1739,Luftseilbahn
Arosa Iselstrasse Barriere,771.418,183.175,1687,(Zug)
"Arosa, Alteinplatz",771.514,183.724,1717,Bus
"Arosa, Bahnhof",771.099,183.865,1750,Bus
"Arosa, Bellevue",770.401,182.999,1808,Bus
"Arosa, Brüggli/Skischule",770.034,182.929,1827,Bus
"Arosa, Gada",769.772,182.781,1860,Bus
"Arosa, Gollrad",771.258,184.4,1805,Bus
"Arosa, Hörnli",769.545,182.564,1835,Bus
"Arosa, Kulm",770.001,182.801,1830,Bus
"Arosa, Langlauf/Golf",771.278,184.728,1846,Bus
"Arosa, Maran",771.225,184.86,1857,Bus
"Arosa, Obersee",771.152,184.135,1758,Bus
"Arosa, Ochsenbühl",771.345,183.761,1736,Bus
"Arosa, Prätschli",770.75,184.63,1904,Bus
